IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,63,4.18
47.237.10.1,2053,2053,true,SIN,Asia Pacific,Singapore,106,4.18
8.219.177.205,2096,2096,true,SIN,Asia Pacific,Singapore,54,4.18
47.254.236.28,80,443,true,SIN,Asia Pacific,Singapore,18,4.18
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,4.18
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,87,4.18
8.218.143.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,4.17
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,4.17
47.236.232.148,2096,2096,true,SIN,Asia Pacific,Singapore,68,4.17
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,64,4.16
47.238.164.202,443,443,true,HKG,Asia Pacific,Hong Kong,111,4.16
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,44,4.16
47.76.192.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,4.16
8.219.201.8,2053,2053,true,SIN,Asia Pacific,Singapore,94,4.15
8.222.137.192,2087,2087,true,SIN,Asia Pacific,Singapore,79,4.15
47.76.227.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,4.15
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,4.15
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,137,4.14
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,78,4.13
8.219.193.202,2053,2053,true,SIN,Asia Pacific,Singapore,108,4.13
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,62,4.12
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,4.11
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,4.11
8.217.250.222,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,4.10
8.219.189.143,2083,2083,true,SIN,Asia Pacific,Singapore,87,4.10
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,91,4.10
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,81,4.10
8.219.78.188,2083,2083,true,SIN,Asia Pacific,Singapore,78,4.10
47.237.94.140,8443,8443,true,SIN,Asia Pacific,Singapore,134,4.10
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,111,4.09
47.243.186.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,4.09
8.219.68.162,443,443,true,SIN,Asia Pacific,Singapore,56,4.09
8.219.106.156,2096,2096,true,SIN,Asia Pacific,Singapore,85,4.08
8.218.85.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,4.08
47.236.232.148,8443,8443,true,SIN,Asia Pacific,Singapore,85,4.08
47.243.27.217,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,4.07
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,85,4.06
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,113,4.06
47.236.80.110,8443,8443,true,SIN,Asia Pacific,Singapore,112,4.06
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,4.06
47.236.75.152,2053,2053,true,SIN,Asia Pacific,Singapore,74,4.05
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,4.05
8.219.49.65,8443,8443,true,SIN,Asia Pacific,Singapore,80,4.04
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,60,4.04
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,59,4.04
8.219.201.8,443,443,true,SIN,Asia Pacific,Singapore,80,4.03
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,63,4.03
47.243.169.63,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,4.03
47.237.14.220,8443,8443,true,SIN,Asia Pacific,Singapore,65,4.03
47.76.249.116,80,443,true,SIN,Asia Pacific,Singapore,51,4.02
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,4.02
47.238.36.250,80,443,true,KUL,Asia Pacific,Kuala Lumpur,106,4.02
47.238.35.50,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,4.02
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,84,4.02
47.237.121.38,2083,2083,true,SIN,Asia Pacific,Singapore,59,4.02
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,76,4.01
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,75,4.01
8.219.199.220,2083,2083,true,SIN,Asia Pacific,Singapore,88,4.00
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,33,4.00
8.210.203.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,4.00
8.219.198.34,2083,2083,true,SIN,Asia Pacific,Singapore,84,4.00
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,3.99
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,47,3.98
47.76.29.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,3.98
47.243.139.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,3.98
8.218.211.124,80,443,true,SIN,Asia Pacific,Singapore,79,3.98
8.219.191.110,2053,2053,true,SIN,Asia Pacific,Singapore,49,3.97
47.236.17.193,2083,2083,true,SIN,Asia Pacific,Singapore,63,3.97
8.218.132.209,80,443,true,SIN,Asia Pacific,Singapore,82,3.97
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,3.97
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,3.95
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,111,3.95
47.76.26.26,8443,8443,true,HKG,Asia Pacific,Hong Kong,124,3.95
8.210.244.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,3.95
47.76.222.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,3.94
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,157,3.94
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,3.93
8.219.132.64,8443,8443,true,SIN,Asia Pacific,Singapore,89,3.92
47.242.119.104,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,3.92
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,40,3.92
47.76.255.235,80,443,true,SIN,Asia Pacific,Singapore,57,3.92
47.76.255.235,80,443,true,SIN,Asia Pacific,Singapore,41,3.91
47.238.255.53,80,443,true,KUL,Asia Pacific,Kuala Lumpur,103,3.91
47.238.3.10,80,443,true,SIN,Asia Pacific,Singapore,117,3.91
47.238.48.58,80,443,true,SIN,Asia Pacific,Singapore,118,3.90
47.237.0.31,2053,2053,true,SIN,Asia Pacific,Singapore,97,3.90
47.239.13.168,80,443,true,SIN,Asia Pacific,Singapore,94,3.90
8.218.142.253,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,3.90
47.238.50.221,80,443,true,SIN,Asia Pacific,Singapore,125,3.90
47.243.139.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,3.90
47.243.60.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,3.90
47.238.36.145,80,443,true,KUL,Asia Pacific,Kuala Lumpur,102,3.90
47.243.27.217,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,3.89
8.210.48.107,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,3.89
47.76.203.101,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,3.89
47.74.4.97,443,443,true,NRT,Asia Pacific,Tokyo,68,3.88
47.76.29.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,3.88
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,44,3.88
47.238.52.240,80,443,true,KUL,Asia Pacific,Kuala Lumpur,75,3.88
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,39,3.88
47.238.48.153,80,443,true,KUL,Asia Pacific,Kuala Lumpur,110,3.88
47.238.41.59,80,443,true,SIN,Asia Pacific,Singapore,104,3.87
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,87,3.87
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,102,3.87
8.210.244.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,3.87
47.254.133.217,443,443,true,FRA,Europe,Frankfurt,229,3.87
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,3.87
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,114,3.87
47.243.42.155,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,3.86
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,75,3.86
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,3.86
8.211.49.29,443,443,true,FRA,Europe,Frankfurt,324,3.86
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,3.85
47.238.52.240,80,443,true,KUL,Asia Pacific,Kuala Lumpur,115,3.85
47.238.245.39,80,443,true,SIN,Asia Pacific,Singapore,92,3.85
47.243.26.83,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,3.84
47.237.83.20,2087,2087,true,SIN,Asia Pacific,Singapore,97,3.84
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,85,3.84
47.243.42.155,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,3.84
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,56,3.83
47.237.92.26,2096,2096,true,SIN,Asia Pacific,Singapore,56,3.82
47.243.67.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,3.82
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,111,3.82
47.245.96.80,2087,2087,true,SIN,Asia Pacific,Singapore,22,3.81
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,49,3.81
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,129,3.81
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,3.81
47.238.49.85,80,443,true,SIN,Asia Pacific,Singapore,101,3.81
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,3.81
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,3.80
47.76.98.98,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.80
47.76.247.16,80,443,true,SIN,Asia Pacific,Singapore,93,3.79
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,3.79
47.243.91.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,3.79
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,82,3.78
47.76.32.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,3.78
47.243.51.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,3.78
47.76.192.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,3.78
47.242.252.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,119,3.78
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,81,3.77
47.239.12.227,80,443,true,SIN,Asia Pacific,Singapore,65,3.77
47.238.52.160,80,443,true,SIN,Asia Pacific,Singapore,98,3.76
8.218.1.163,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,3.76
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,3.76
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,45,3.76
47.76.94.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,3.76
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,72,3.76
8.222.137.192,2083,2083,true,SIN,Asia Pacific,Singapore,74,3.75
47.238.50.221,80,443,true,SIN,Asia Pacific,Singapore,105,3.75
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,3.75
47.243.42.155,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,3.74
8.211.45.108,443,443,true,FRA,Europe,Frankfurt,259,3.74
8.210.164.75,2087,2087,true,HKG,Asia Pacific,Hong Kong,130,3.74
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,125,3.74
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,3.74
8.218.178.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,3.73
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,46,3.72
47.243.51.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,3.72
8.222.191.138,2096,2096,true,SIN,Asia Pacific,Singapore,64,3.71
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,3.70
47.243.74.220,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,3.70
47.237.10.1,2083,2083,true,SIN,Asia Pacific,Singapore,111,3.70
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,114,3.70
47.238.43.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,3.69
47.236.102.102,2096,2096,true,SIN,Asia Pacific,Singapore,73,3.69
47.238.255.53,80,443,true,SIN,Asia Pacific,Singapore,115,3.68
8.218.98.75,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,3.68
47.76.159.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,3.67
47.243.186.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,3.67
47.236.232.148,2053,2053,true,SIN,Asia Pacific,Singapore,53,3.66
8.219.132.64,2053,2053,true,SIN,Asia Pacific,Singapore,78,3.66
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,43,3.66
47.243.27.217,2053,2053,true,HKG,Asia Pacific,Hong Kong,81,3.66
8.219.107.135,2053,2053,true,SIN,Asia Pacific,Singapore,58,3.66
8.209.107.58,443,443,true,FRA,Europe,Frankfurt,327,3.66
47.243.243.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,3.65
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,121,3.65
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,116,3.65
47.76.220.130,80,443,true,SIN,Asia Pacific,Singapore,47,3.65
8.219.132.64,2087,2087,true,SIN,Asia Pacific,Singapore,88,3.65
8.220.202.59,443,443,true,ICN,Asia Pacific,Seoul,109,3.65
8.210.244.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,3.65
47.76.204.76,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,3.65
47.76.245.164,80,443,true,SIN,Asia Pacific,Singapore,40,3.64
47.236.102.102,2053,2053,true,SIN,Asia Pacific,Singapore,74,3.64
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,3.64
47.243.139.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,3.64
47.91.94.203,443,443,true,FRA,Europe,Frankfurt,255,3.63
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,99,3.62
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,79,3.62
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,109,3.62
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,3.61
47.243.91.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,3.61
47.238.43.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,3.61
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,87,3.60
47.238.245.170,443,443,true,HKG,Asia Pacific,Hong Kong,69,3.60
8.210.175.109,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,3.60
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,3.59
8.219.210.64,2087,2087,true,SIN,Asia Pacific,Singapore,86,3.59
47.238.49.85,80,443,true,SIN,Asia Pacific,Singapore,101,3.59
47.76.26.26,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,3.59
47.238.43.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,3.58
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,113,3.58
47.237.0.31,2087,2087,true,SIN,Asia Pacific,Singapore,52,3.58
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,76,3.58
8.210.164.75,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,3.57
47.238.6.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,133,3.56
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,3.56
47.243.243.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,3.56
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,3.55
47.243.243.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,3.55
47.76.222.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,3.54
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,84,3.53
47.243.26.83,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,3.52
47.243.255.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,106,3.52
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,86,3.51
8.219.83.71,2083,2083,true,SIN,Asia Pacific,Singapore,61,3.51
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,3.51
47.76.192.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.51
47.76.213.245,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,3.51
8.218.53.110,2083,2083,true,HKG,Asia Pacific,Hong Kong,104,3.50
8.211.4.211,443,443,true,FRA,Europe,Frankfurt,333,3.50
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,86,3.49
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,83,3.49
8.222.160.176,8443,8443,true,SIN,Asia Pacific,Singapore,61,3.49
47.76.192.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,109,3.48
47.238.48.153,80,443,true,KUL,Asia Pacific,Kuala Lumpur,82,3.48
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,3.48
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,52,3.47
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,104,3.46
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,3.46
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,139,3.42
47.238.6.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,137,3.42
8.213.208.6,80,443,true,BKK,Asia Pacific,Bangkok,75,3.42
47.236.232.148,2087,2087,true,SIN,Asia Pacific,Singapore,64,3.42
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,111,3.42
47.76.222.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,3.40
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,63,3.39
47.243.234.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,3.38
8.219.132.64,2096,2096,true,SIN,Asia Pacific,Singapore,48,3.38
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,3.38
8.219.50.180,443,443,true,SIN,Asia Pacific,Singapore,58,3.37
47.243.26.83,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,3.36
47.243.60.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,3.36
8.222.191.138,2087,2087,true,SIN,Asia Pacific,Singapore,78,3.34
8.222.184.198,2083,2083,true,SIN,Asia Pacific,Singapore,58,3.34
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,3.34
47.243.70.186,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,3.33
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,66,3.33
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,3.33
47.237.10.1,2096,2096,true,SIN,Asia Pacific,Singapore,94,3.31
8.218.74.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,114,3.31
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,3.31
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,3.30
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,3.30
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,3.29
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,3.28
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,3.27
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,3.25
47.243.74.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,3.25
47.243.18.199,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,3.25
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,3.25
8.210.203.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,3.25
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,3.25
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,93,3.24
47.243.255.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,3.23
8.219.0.162,2096,2096,true,SIN,Asia Pacific,Singapore,54,3.23
47.243.243.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,3.22
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,120,3.22
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,102,3.22
47.242.157.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,3.21
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,139,3.21
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,110,3.21
8.219.93.5,8443,8443,true,SIN,Asia Pacific,Singapore,80,3.21
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,101,3.19
47.243.67.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,3.19
47.243.90.180,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,3.18
8.210.203.7,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,3.18
8.218.53.110,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,3.17
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,80,3.17
8.210.119.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,3.17
47.76.225.255,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,3.16
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,3.16
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,99,3.16
47.242.119.104,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,3.16
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,58,3.14
47.76.26.26,2083,2083,true,HKG,Asia Pacific,Hong Kong,113,3.14
47.243.234.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,3.14
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,89,3.13
47.76.204.76,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,3.12
8.219.49.65,2083,2083,true,SIN,Asia Pacific,Singapore,116,3.11
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,3.11
47.76.29.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,3.11
47.243.74.220,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,3.10
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,93,3.10
8.219.103.65,2053,2053,true,SIN,Asia Pacific,Singapore,13,3.09
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.07
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,112,3.06
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,108,3.05
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,3.05
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,74,3.05
8.210.164.75,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,3.04
47.237.95.13,2087,2087,true,SIN,Asia Pacific,Singapore,74,3.04
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,3.01
47.242.107.109,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,3.01
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,57,3.00
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,3.00
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,3.00
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,2.99
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,2.99
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,95,2.96
8.218.3.198,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,2.94
47.76.203.101,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,2.94
8.222.222.64,2087,2087,true,SIN,Asia Pacific,Singapore,108,2.93
8.210.244.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,2.93
47.243.234.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,2.92
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,66,2.92
47.237.82.15,2096,2096,true,SIN,Asia Pacific,Singapore,145,2.91
8.222.208.38,2053,2053,true,SIN,Asia Pacific,Singapore,55,2.89
47.243.51.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,2.88
8.222.215.228,8443,8443,true,SIN,Asia Pacific,Singapore,101,2.88
47.243.243.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,2.88
8.210.203.7,2096,2096,true,HKG,Asia Pacific,Hong Kong,116,2.88
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,138,2.88
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,2.88
47.237.95.140,8443,8443,true,SIN,Asia Pacific,Singapore,60,2.88
47.243.74.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,2.87
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,2.85
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,2.84
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,2.84
47.237.100.206,2096,2096,true,SIN,Asia Pacific,Singapore,115,2.83
47.236.180.24,8443,8443,true,SIN,Asia Pacific,Singapore,44,2.83
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,67,2.83
47.236.93.176,2083,2083,true,SIN,Asia Pacific,Singapore,58,2.82
47.236.80.110,2083,2083,true,SIN,Asia Pacific,Singapore,94,2.82
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,2.82
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,2.81
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,131,2.81
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,71,2.81
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,2.81
47.238.6.58,2083,2083,true,HKG,Asia Pacific,Hong Kong,128,2.80
47.76.227.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,2.80
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,2.80
47.243.186.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,2.80
47.238.40.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,2.79
47.242.125.241,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,2.79
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,2.79
8.218.3.198,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,2.79
8.210.203.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,2.78
8.222.160.176,2053,2053,true,SIN,Asia Pacific,Singapore,78,2.77
