IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.250.157.10,80,443,true,SIN,Asia Pacific,Singapore,53,3.99
47.250.57.49,80,443,true,SIN,Asia Pacific,Singapore,47,3.99
47.250.176.68,80,443,true,SIN,Asia Pacific,Singapore,66,3.99
47.250.14.147,80,443,true,SIN,Asia Pacific,Singapore,72,3.98
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,92,3.98
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,101,3.98
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,72,3.97
8.210.66.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,3.97
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,26,3.97
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,135,3.97
47.243.139.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,3.97
47.76.123.69,80,443,true,SIN,Asia Pacific,Singapore,47,3.97
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,65,3.97
47.237.83.20,2053,2053,true,SIN,Asia Pacific,Singapore,112,3.96
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,3.96
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,115,3.96
8.210.244.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,3.95
47.238.5.0,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,3.94
8.218.98.75,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,3.94
47.237.82.15,2096,2096,true,SIN,Asia Pacific,Singapore,68,3.93
8.218.132.209,80,443,true,SIN,Asia Pacific,Singapore,92,3.93
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,106,3.93
8.217.54.204,80,443,true,SIN,Asia Pacific,Singapore,68,3.92
8.217.61.176,80,443,true,SIN,Asia Pacific,Singapore,119,3.92
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,59,3.92
47.250.12.116,80,443,true,SIN,Asia Pacific,Singapore,56,3.91
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,3.91
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,68,3.91
8.217.61.176,80,443,true,SIN,Asia Pacific,Singapore,79,3.91
47.250.48.185,80,443,true,SIN,Asia Pacific,Singapore,70,3.91
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.90
47.250.47.68,80,443,true,SIN,Asia Pacific,Singapore,92,3.90
47.243.60.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,3.90
47.76.123.69,80,443,true,SIN,Asia Pacific,Singapore,45,3.90
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,99,3.90
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,3.89
8.217.121.207,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,3.89
8.219.78.188,2053,2053,true,SIN,Asia Pacific,Singapore,46,3.89
47.236.80.110,8443,8443,true,SIN,Asia Pacific,Singapore,62,3.89
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,50,3.89
8.219.104.37,8443,8443,true,SIN,Asia Pacific,Singapore,80,3.89
8.218.181.189,2087,2087,true,HKG,Asia Pacific,Hong Kong,96,3.89
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,3.88
8.218.11.90,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,3.88
47.250.57.45,80,443,true,SIN,Asia Pacific,Singapore,54,3.88
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,108,3.87
47.250.159.165,80,443,true,SIN,Asia Pacific,Singapore,36,3.86
47.238.41.59,80,443,true,SIN,Asia Pacific,Singapore,74,3.86
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,68,3.86
47.236.97.90,8443,8443,true,SIN,Asia Pacific,Singapore,140,3.86
8.222.187.4,2083,2083,true,SIN,Asia Pacific,Singapore,67,3.86
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,56,3.85
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,11,3.85
47.250.59.31,80,443,true,SIN,Asia Pacific,Singapore,35,3.85
8.219.132.64,2096,2096,true,SIN,Asia Pacific,Singapore,118,3.85
47.243.74.220,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,3.84
47.236.80.110,2096,2096,true,SIN,Asia Pacific,Singapore,79,3.84
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,11,3.84
47.238.49.85,80,443,true,SIN,Asia Pacific,Singapore,123,3.84
8.217.85.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,3.84
8.218.188.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,3.84
47.250.155.74,80,443,true,SIN,Asia Pacific,Singapore,41,3.83
47.238.52.160,80,443,true,SIN,Asia Pacific,Singapore,116,3.83
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,3.83
47.76.222.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,37,3.83
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,89,3.82
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,3.82
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,108,3.82
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,64,3.82
47.237.86.185,2053,2053,true,SIN,Asia Pacific,Singapore,50,3.82
8.222.191.138,2053,2053,true,SIN,Asia Pacific,Singapore,137,3.81
47.250.176.199,80,443,true,SIN,Asia Pacific,Singapore,32,3.81
8.217.123.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,3.81
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,100,3.81
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,153,3.80
8.217.142.78,80,443,true,SIN,Asia Pacific,Singapore,90,3.80
47.250.14.44,80,443,true,SIN,Asia Pacific,Singapore,78,3.79
8.219.78.1,2053,2053,true,SIN,Asia Pacific,Singapore,103,3.79
47.250.147.84,80,443,true,SIN,Asia Pacific,Singapore,41,3.79
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,3.79
47.238.52.240,80,443,true,SIN,Asia Pacific,Singapore,167,3.79
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,212,3.79
47.250.11.137,80,443,true,SIN,Asia Pacific,Singapore,40,3.78
8.220.202.59,443,443,true,NRT,Asia Pacific,Tokyo,67,3.78
47.242.119.104,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,3.78
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,97,3.78
8.218.181.189,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,3.77
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,62,3.77
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,64,3.77
47.242.36.78,2053,2053,true,HKG,Asia Pacific,Hong Kong,123,3.77
8.219.40.37,8443,8443,true,SIN,Asia Pacific,Singapore,66,3.77
47.243.255.224,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,3.76
47.250.152.116,80,443,true,SIN,Asia Pacific,Singapore,52,3.76
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,108,3.76
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,230,3.75
47.250.153.57,80,443,true,SIN,Asia Pacific,Singapore,48,3.75
8.217.127.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,117,3.75
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,21,3.75
47.238.48.58,80,443,true,SIN,Asia Pacific,Singapore,50,3.75
47.236.150.13,2053,2053,true,SIN,Asia Pacific,Singapore,121,3.74
47.250.147.41,80,443,true,SIN,Asia Pacific,Singapore,84,3.74
47.250.36.113,80,443,true,SIN,Asia Pacific,Singapore,65,3.74
47.243.74.220,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,3.74
47.238.3.10,80,443,true,SIN,Asia Pacific,Singapore,92,3.74
47.243.74.220,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,3.74
47.250.36.83,80,443,true,SIN,Asia Pacific,Singapore,62,3.74
47.238.50.221,80,443,true,SIN,Asia Pacific,Singapore,147,3.74
47.238.3.10,80,443,true,SIN,Asia Pacific,Singapore,115,3.73
47.238.48.153,80,443,true,SIN,Asia Pacific,Singapore,61,3.73
47.250.44.26,80,443,true,SIN,Asia Pacific,Singapore,58,3.73
47.236.165.25,8443,8443,true,SIN,Asia Pacific,Singapore,62,3.73
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,120,3.72
47.76.255.235,80,443,true,SIN,Asia Pacific,Singapore,66,3.72
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,83,3.72
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,91,3.71
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,86,3.71
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,52,3.71
47.250.152.215,80,443,true,SIN,Asia Pacific,Singapore,61,3.71
47.250.149.42,80,443,true,SIN,Asia Pacific,Singapore,48,3.71
47.250.153.55,80,443,true,SIN,Asia Pacific,Singapore,49,3.71
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,64,3.70
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,145,3.70
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,57,3.70
47.243.67.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,3.70
47.250.147.26,80,443,true,SIN,Asia Pacific,Singapore,63,3.70
47.76.222.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,3.69
47.250.150.193,80,443,true,SIN,Asia Pacific,Singapore,54,3.69
8.219.174.142,443,443,true,SIN,Asia Pacific,Singapore,74,3.69
8.219.111.175,2083,2083,true,SIN,Asia Pacific,Singapore,88,3.68
47.238.5.0,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,3.68
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,78,3.67
8.211.49.29,443,443,true,FRA,Europe,Frankfurt,250,3.66
47.242.125.241,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,3.66
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,71,3.65
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,135,3.64
47.74.4.97,443,443,true,NRT,Asia Pacific,Tokyo,82,3.63
8.211.45.108,443,443,true,FRA,Europe,Frankfurt,340,3.63
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,3.60
8.217.49.234,443,443,true,HKG,Asia Pacific,Hong Kong,77,3.60
8.218.243.95,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,3.60
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,3.60
8.217.250.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,3.58
47.76.227.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,3.56
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,3.56
47.76.225.255,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,3.55
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,23,3.54
8.218.1.163,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,3.54
8.219.60.54,2087,2087,true,SIN,Asia Pacific,Singapore,90,3.54
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,3.53
8.218.2.181,2053,2053,true,HKG,Asia Pacific,Hong Kong,118,3.53
47.243.139.85,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,3.52
47.76.227.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,3.51
47.76.213.245,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,3.51
8.219.120.87,8443,8443,true,SIN,Asia Pacific,Singapore,109,3.50
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,3.50
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,112,3.50
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,3.49
8.217.132.184,443,443,true,HKG,Asia Pacific,Hong Kong,53,3.48
47.76.26.26,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,3.48
47.91.94.203,443,443,true,FRA,Europe,Frankfurt,193,3.48
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,3.47
8.217.72.0,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,3.47
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,9,3.47
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,156,3.46
47.76.189.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,3.45
47.76.222.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,3.45
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,3.44
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,118,3.43
47.242.59.216,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,3.42
8.209.124.201,443,443,true,FRA,Europe,Frankfurt,334,3.42
47.242.252.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,3.41
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,3.41
8.219.210.64,443,443,true,SIN,Asia Pacific,Singapore,75,3.41
8.217.54.204,80,443,true,SIN,Asia Pacific,Singapore,34,3.40
8.218.222.36,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,3.40
47.236.237.90,2083,2083,true,SIN,Asia Pacific,Singapore,46,3.39
47.245.96.80,2053,2053,true,SIN,Asia Pacific,Singapore,9,3.38
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,141,3.38
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,90,3.37
8.210.100.23,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,3.37
8.210.164.75,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,3.37
8.220.195.140,443,443,true,NRT,Asia Pacific,Tokyo,81,3.36
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,93,3.35
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,3.33
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,128,3.33
47.76.189.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,3.32
47.238.43.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,126,3.31
8.219.78.1,8443,8443,true,SIN,Asia Pacific,Singapore,120,3.30
47.243.139.85,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,3.30
8.210.245.224,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,3.30
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,116,3.29
47.76.29.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,3.29
47.242.183.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,3.29
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,59,3.28
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,146,3.28
47.236.80.110,2053,2053,true,SIN,Asia Pacific,Singapore,76,3.28
47.76.29.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,3.27
8.222.222.64,2096,2096,true,SIN,Asia Pacific,Singapore,89,3.27
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,3.26
47.250.151.56,80,443,true,SIN,Asia Pacific,Singapore,58,3.26
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,189,3.26
47.76.227.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,3.25
8.217.248.220,2096,2096,true,HKG,Asia Pacific,Hong Kong,91,3.24
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,89,3.23
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,85,3.22
47.76.225.255,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,3.22
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,3.21
47.76.222.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.20
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,3.20
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,114,3.19
47.243.169.63,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,3.16
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,109,3.16
47.236.253.41,2083,2083,true,SIN,Asia Pacific,Singapore,150,3.15
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,98,3.15
8.222.222.64,2087,2087,true,SIN,Asia Pacific,Singapore,47,3.15
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,3.14
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,3.14
8.219.49.65,2096,2096,true,SIN,Asia Pacific,Singapore,31,3.13
8.210.244.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,3.13
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,57,3.10
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,90,3.10
47.76.192.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,3.10
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,3.09
47.76.192.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,3.08
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,3.08
8.218.122.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,3.07
8.217.66.3,2087,2087,true,HKG,Asia Pacific,Hong Kong,152,3.06
47.236.174.206,2087,2087,true,SIN,Asia Pacific,Singapore,172,3.05
8.222.222.64,8443,8443,true,SIN,Asia Pacific,Singapore,55,3.03
8.219.174.142,443,443,true,SIN,Asia Pacific,Singapore,114,3.03
47.76.192.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,3.02
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,105,2.98
47.76.227.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,153,2.97
47.236.102.102,8443,8443,true,SIN,Asia Pacific,Singapore,113,2.96
47.242.107.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,120,2.96
47.243.5.154,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,2.95
47.76.227.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,2.94
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,100,2.94
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,41,2.92
47.76.222.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,2.92
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,70,2.92
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,85,2.91
47.243.5.154,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,2.91
47.238.0.114,2083,2083,true,HKG,Asia Pacific,Hong Kong,125,2.91
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,91,2.91
8.210.244.38,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,2.89
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,127,2.86
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,2.86
47.236.170.225,2096,2096,true,SIN,Asia Pacific,Singapore,85,2.85
8.217.149.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,2.85
47.76.213.245,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,2.84
8.219.106.156,2053,2053,true,SIN,Asia Pacific,Singapore,77,2.84
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,2.84
47.236.232.148,8443,8443,true,SIN,Asia Pacific,Singapore,98,2.84
8.218.3.198,2087,2087,true,HKG,Asia Pacific,Hong Kong,92,2.83
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,129,2.83
47.236.202.91,2053,2053,true,SIN,Asia Pacific,Singapore,68,2.81
47.243.206.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,2.81
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,74,2.80
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,2.80
47.76.159.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,2.80
47.236.171.205,2083,2083,true,SIN,Asia Pacific,Singapore,20,2.79
47.250.151.56,80,443,true,SIN,Asia Pacific,Singapore,71,2.79
47.236.174.206,2083,2083,true,SIN,Asia Pacific,Singapore,94,2.78
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,67,2.77
8.217.248.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,2.74
47.243.27.217,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,2.74
8.217.127.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,2.74
47.238.6.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,2.73
8.219.189.143,8443,8443,true,SIN,Asia Pacific,Singapore,66,2.73
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,120,2.73
8.217.145.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,2.71
47.76.225.255,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,2.71
47.76.233.67,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,2.70
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,93,2.69
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,131,2.69
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,79,2.68
47.76.227.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,139,2.67
47.76.29.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,2.67
47.76.189.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,2.67
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,65,2.66
8.210.244.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,2.66
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,77,2.66
47.238.5.0,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,2.65
47.243.5.154,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,2.64
47.243.5.154,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,2.64
